comment,num_of_likes,reply_count
Try to borobudur indonesia,2,0
Bruh going to Egypt tmrw,2,0
I already escribed,2,0
Work hard until they think aliens did,2,0
here from algeria living every awesome content and im so enjoyed,2,0
Beautiful Egypt full of oh i hope i can see it I love all history about the world and wanna do anything to find them,2,0
Thank you for coming to Egypt We hope that you will visit Syria too,2,0
this video is a proof that money is the most powerful thing in this,2,0
pyramids are a true,2,0
bro just speedrun all the Pyramids documentaries in one minute crazy,2,0
Hello Mister Best and followers of Mister I am from Egypt and I want one but Mister and followers of Mister Best,2,0
erm aliens did build the pyramids,2,0
Alsisi now rent the pyramid for money,2,0
These Egyptian dudes are awesome,2,0
This was exactly what I,2,0
Fallen angels and their offspring build the pyramides and all the other megaletic Then wipped out in the great flood,2,0
You guys are truly cool guys having fun,2,0
Egyptian tourism agency strikes,2,0
Incredible work to the whole team making this This is,2,0
Egypt really wanted to bump up the,2,0
This is so awesome I am totally in AWE,2,0
How much u paid for this informations,2,0
somehow have unrestricted access to the paid millions of dollars for Fixed it for you,2,0
Must be the best video yet,2,0
proud to be an Egyptian,2,0
Mohammed el,2,0
That gold is gone already,2,0
Thank you for this video brings out childish excitement in life for all people,2,0
This video is nonsense,2,0
As an Egyptian it is the first time I see these things really,2,0
who dubs bengali verison,2,0
Hello Egypt livie in Egypt,2,0
you can build anything,2,0
Why do you guys always have to scream and yell unnecessary,2,0
ive only watched about seconds of this video and i can already tell theres a TON of tight a little claustrophobic,2,0
Thanks for so much congratulations,2,0
Bro wanted to become king that is why he went to Pyramid,2,0
This is the best video ever made in the entirety of history,2,0
What a cool,2,0
im an egyptian this is,2,0
great this will be,2,0
Visit archaeological sites in Iraq,2,0
Bro this is crazy As a Eygpetion i am,2,0
What a funny and creative way of documenting and spreading ancient knowledge lmao love it,2,0
This video is so disrespectful,2,0
Egypt has eaten and Mister Best is already a success,2,0
The whole video was I saw a lot of unknown things thanks to Tv,2,0
This is what makes me proud to be,2,0
Nobody talking about how the water could have amoeba in it,2,0
when you ask an Egyptian,2,0
Egypt is one of the best countries in the world and I am proud to be Egyptian,2,0
Zahi Hawass is one of the most hated people in archaeology,2,0
Do you want to discover the There is an adventurous person in,2,0
were the it again then,2,0
Plss stay at Egypt traveling there in some few days,2,0
CAn BUilD peRAmIds yOu CAN DO,2,0
As an Egyptian obsessed with Egyptian I find this very Thank you for this nice,2,0
Welcome in Egypt and thank you for this video,2,0
LOVE YOU,2,0
Come to Bangladesh,2,0
This was super,2,0
VM Gran Misterio says,2,0
I am and I thank You have created an incredible tourism promotion for the Thank you for supporting Egypt and present and,2,0
This was incredible and definitely one of the best videos so,2,0
You guys are very loved this video so,2,0
This is very I am Egyptian and I am proud of that,2,0
Thanks,2,0
Egypt is very I hope you will visit it Remedy,2,0
But the current Egyptians have nothing to do with ancient Especially the ancient Egyptians who built these,2,0
you can build a you can do anything This is we are the,2,0
the best,2,0
in from,2,0
These Egyptian dude is,2,0
IM,2,0
Why You Come To Nepal And Explore,2,0
We want area is agree,2,0
at this point the next video will I rented the galaxy for hours,2,0
Love from Bangladesh,2,0
Karl should get that water was there sitting thousands of years and full of bacteria,2,0
We need a longer version of this,2,0
These egyptian dude were so cool i love there vibe,2,0
He has to make a video of the Area at this,2,0
I am proud to be the grandson of the pyramid,2,0
Support here bhi Only one,2,0
He was speaking Arabic what I speak,2,0
Since season one is are you gonna make a season Of,2,0
I am from Egypt welcomes you,2,0
in the backrooms,2,0
Why are the pyramids in Because they are too big to transport to British and French knowledge and history have been,2,0
Egyptian and really fun to watch this,2,0
the amount of brain eating amoeba in that water has to be insane,2,0
I hope you come back from Egypt safely,2,0
When Karl was basicly stuck i almost passed,2,0
I am Egyptian and,2,0
next got cursed by,2,0
you should make a vid where you buy all the vapes and cigarets you can find in shops and then destroy them,2,0
The narrator does not offer either accurate or cutting edge,2,0
I LOVE YOUR VIDEOS YOU AND YOUR FRIENDS AR THE BEST,2,0
Egyptian poweplant,2,0
This is one of the best videos ever made,2,0
This is a bunch of,2,0
Bro got early access,2,0
Thank you for amazing video we saw things for first time our civilization was great,2,0
Greetings from Germany,2,0
Everybody is warmly welcomed to,2,0
One of the coolest videos,2,0
Thanks for,2,0
Bro rents an entire Giza complex for himself,2,0
What a marvelous masterpiece of the ancients,2,0
Great thanks for,2,0
Mummy,2,0
Wonder why they would disturb the burials of their ancestors and displace,2,0
I am and I am saying to you WELCOME TO EGYPT,2,0
The Egyptians not expecting this,2,0
Create subtitles for the audience from,2,0
bro is gonna find the tombs,2,0
There is so much interesting stuff in the you could make two,2,0
Egyptian and proud,2,0
how am I the first to time stamp LOWWWWWWWWWWW TAAAAPPPPPEEEEERRRRRR,2,0
Welcome to the greatest prehistoric the great history,2,0
I just ask how the goverment of egypt allow this,2,0
Welcome to Egypt One of the oldest civilisation in the world An unique part of history,2,0
Brooo,2,0
we are watching from,2,0
You should have brought Ammar from YesTheory with you,2,0
This pyramids are to in Bosnia in Visoko town we have bigger and older pyramids then this in,2,0
These are not,2,0
the legend of amenti,2,0
was the water at,2,0
Egypt is the history of the world Iam proud of be to any people in the history,2,0
from Egypt,2,0
What amazing of Egypt landing,2,0
I bought a property in egypt,2,0
Survive on mars,2,0
NOW ON TOP BROTHER INJOY THE JURNY,2,0
in mins,2,0
Bro bought a property in Egypt,2,0
Who who is,2,0
I love Egypt very it is beautiful,2,0
from Egypt,2,0
Amazing adventure,2,0
Amazing content as,2,0
bought a property in ahh video,2,0
As an this is wonderful,2,0
the bones be darkened from being so,2,0
love from,2,0
Egypt is the greatest,2,0
Such an informative video Thanks for,2,0
As an I admit that it is the best video Great,2,0
I somehow just enough,2,0
BURDAMISINIZ,2,0
It was one of the best videos Beast,2,0
Pyramids were not burial chambers,2,0
As an Egyptian this is by far the best ever documentary someone has ever made about the giza,2,0
We are always the greatest,2,0
very proud of history,2,0
AMERICA I LOVE AMERICA IF YOU DONT LOVE AMERICA THEN AMERICA IS BEST,2,0
The Egyptian guys were so warm and Really made this video even more,2,0
As an Egyptian I see these things before but proud to see our intelligence in building pyramids without any smart machine,2,0
welcome to Egypt,2,0
as I am honored of this work,2,0
YouTuber SASUKE FROM TURKEY,2,0
BURDAMI,2,0
this is one of the best videos ive ever watched,2,0
This is easily one of best videos,2,0
Ideas for next Burying area Going on the top floor of the Burj Khalifa,2,0
The egyptian guys were so warm and Really made this video even more,2,0
I stool the gold,2,0
welcome to Egypt Egypt came first then all the other nations came after welcome to the land of the history for all the people around the come and visit Egypt you will be amazed by the magic of the ancient Egyptian civilization Egyptian are so proud to share our history and culture with you all,2,0
Still water,2,0
This is Ive always wondered what was inside a,2,0
cool,2,0
The video is very I am Egyptian and this is the first time I have seen these,2,0
Very Nice,2,0
I am learning enshint eagypt,2,0
We need an extended cut of this must be hours worth of cool content,2,0
I wonder what Napoleon saw,2,0
This is the best vid on,2,0
going somewhere only people in modern history have Once in a lifetime experience for,2,0
mrbeast is getting crazier and crazier,2,0
Great I really enjoyed We hope to see you here Thank you,2,0
very dangerous speak moment this,2,0
im Egyptian and im honestly fascinated by Egypt has the coolest and most interesting and mysterious history,2,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever made,2,0
he made me see things in the pyramids that I saw for the first time as an,2,0
you are the best and an legend,2,0
Bro has the curse,2,0
Egypt is the mother of the world,2,0
Woooow Thank you for this nice experience,2,0
Turns out deep structures under these things,2,0
bluds gonna get the,2,0
Ok actually who is this,2,0
Definately a masterpiece from,2,0
Can you do another longer video with what we,2,0
I am proud to be tall and not being able to enter through the entrance of a yo,2,0
Why such a short ADHD This video should easily be hour long,2,0
Under haur gang Edite mom famous,2,0
do you want to be when you grow friend,2,0
Home to ancient with its art and it is also a distinctive destination among those who love to enjoy the various in addition to ancient temples and various,2,0
Overrated youtuber,2,0
Egypt then history came Welcome to the land of civilization and history,2,0
Egypt is the greatest civilization in I am very proud to be,2,0
Bought a pyramid in,2,0
this video is an experience on its I think of any other footage with such thank you for sharing this to whoever,2,0
The overly loud,2,0
I really hope that Egypt understands is prepared what they just,2,0
This was such an incredible adventure to As an I love seeing the beauty and mystery of our pyramids being appreciated in such a unique The effort and dedication you and your team put into this experience are truly Thanks for sharing this amazing journey with the,2,0
The only thing this video proves is that money talks,2,0
Bro you just invited people to vandalize that spot for money lol,2,0
I imagine how much effort went into producing this this is so Much love from,2,0
Thank you for sharing your experience with us it was a pleasure to watch,2,0
The Pharaohs are a mystery that cannot be solved,2,0
Thank you for the great,2,0
Nice dubbing in Tamil,2,0
only in GIZA that are places to learn more deeply about ancient Egyptian culture,2,0
This is so cool,2,0
Mrbeast found still water in the pyramids,2,0
I am years old and I have driven the camel,2,0
Great exploration,2,0
Egypt is the mother of the,2,0
CAN YOU RELEASE THE FEASTABLES TO EGYPT PLS,2,0
Under hour team here,2,0
Love the graphics and,2,0
I am from Egypt and I love you very much and I hope to see you and participate with you in the next,2,0
Super Egyptian adventure,2,0
Why did we ever ride,2,0
This before GTA is crazy,2,0
O bless and grant peace and blessings upon our Prophet Muhammad,2,0
The Egyptian guys were so warm and Really made this video even more,2,0
how marvellous Gods work of art thru the Egypt ancient,2,0
We need an extended cut of must be hours worth of cool content,2,0
This is I am proud to be Egyptian,2,0
ok this is by far the coolest vid ever made,2,0
Egyptian and this is the first time to see this magical footage inside our thank you for this effort and you are welcome any time in Egypt,2,0
Can you come bhangarh fourt indias most honted place,2,0
Creed Origins at its peak,2,0
This is Exactly how privileged access should be used and,2,0
Best video ever welcome to Egypt,2,0
Sorry Islam sorry,2,0
Tbh There UFO inside the Pyramid,2,0
So much disinformation here,2,0
This is insane how many people watch this video in the matter of,2,0
Egypt is beautiful and Egyptians even more,2,0
How much was this,2,0
Okay I will escribe,2,0
You are welcome,2,0
Impact lives with,2,0
You should explore the pyramids of Mexico,2,0
Welcome to the mother of the Egypt great to have you,2,0
Next vid gonna be spending hours on mars,2,0
Jesus is king of kings and lord of,2,0
Under hours gang,2,0
I am from Egypt,2,0
Imagine the water was,2,0
Egypt came Then the history Welcome to Egypt,2,0
Next spent hours on Mercury,2,0
Iris is the goddess of and one of the minior,2,0
Love the perfection,2,0
You should make a hours version of this,2,0
Welcome To Egypt,2,0
Best Beast video so,2,0
lets escribe together,2,0
i wont be suprised if he makes a video on exploring mars,2,0
Watching this from Egypt,2,0
The funny thing is as im watching this im vacationing to Egypt and went to those wxact pyramids this moring,2,0
I just came from Egypt have to admit Egypt is beautiful,2,0
Welcome to egypt,2,0
Must have paid them alot for this,2,0
to Egypt,2,0
The cameraman is heroes,2,0
Bros playing Amenti irl,2,0
Massive,2,0
IF THOSE ARE TOMBS FOR PHARAOS WHERE ARE ALL OF THE,2,0
I just went in there this Awesome,2,0
Im flying to Egypt now to get that gold and the paper,2,0
With the latest discoveries of the italian scientists the pyramids being built by humans seems less probable,2,0
the latest,2,0
I believe the year ago I believe a lot older,2,0
This is the most stupid video I have ever seen about It tells you nothing about It just conveys the message that the built I believe the aliens did it but also believe Egyptians did They are much older than you build them with copper tools or by rubbing blocks with other Visit the serapeum of Saqqara and take your conclusions,2,0
Next video I SPENT HOURS IN AREA,2,0
this is the best video youve made make more historic vidoes pleaseeeet,2,0
People who can speak Arabic,2,0
A historical video that is more beautiful than the documentaries presented by National For the first I am saying,2,0
Stunning video and great efforts,2,0
One of the coolest video ever seen,2,0
Welcome to Egypt best video in the world,2,0
The pyramids,2,0
is there any true Egyptian who still follow I believe Islam is not the true religion of Egypt,2,0
yrs Last one to hold that gigantic wins gold coins,2,0
the pyramids were not designed by the Egyptians,2,0
Proof that the perimids made by ChatGPT,2,0
So many lies the archaeologist have said,2,0
You are the best mrbeast,2,0
Bro buy a property in he bought Egypt,2,0
Wow its amazing,2,0
Dude this is actually insane,2,0
Zahi definitely took that gold,2,0
The best video ever,2,0
Welcome to Egypt,2,0
that is crazy,2,0
Finally bro uploaded in,2,0
No doubts this is one of the best videos so,2,0
happy to visit Egypt and I hope you come again,2,0
Doing what most and sharing it with the,2,0
yo mrbeast today i bought some stuffs and i buyed your feastables the dark chocolate sea salt it was really i rate it,2,0
Doing what most cant and documenting it for the whole world to I LOVE IT,2,0
First time I saw this much detailed and amazing video on Egyptian pyramid,2,0
Great Really enjoyed,2,0
Next I spent days as the President of the United States,2,0
Under hours,2,0
hour gang,2,0
All YouTubers lock in try to reach the,2,0
pyramid vs pyramid coming,2,0
I am proud to be I saw things for the first time in the,2,0
I love watching your you have very entertaining videos Greetings from Azerbaijan,2,0
Nolan one chance,2,0
Bro went from fidget spinners to the great pryimads in around years,2,0
spend hours stranded in mars next video,2,0
Actually best video,2,0
The Egyptians are honored by your visit to I hope you have an enjoyable trip and an exciting Egypt has many historical and I hope you get the chance to visit,2,0
Mo welcome to Egypt,2,0
in an,2,0
I hope you will do the same at Angkor The temple and history are amazing,2,0
People from Egypt,2,0
Bro is about to rent the entire planet for a video,2,0
proud,2,0
Woohoo,2,0
Who era sed what i Put,2,0
The Egyptians are honored by your visit to I hope you have an enjoyable trip and an exciting Egypt has many historical and I hope you get the chance to visit,2,0
Egypt came then came history,2,0
Remind me right now,2,0
You are the best,2,0
The great love from morocco to the great history ever,2,0
CHANNLERRRRR,2,0
Next video we explore area,2,0
bro really a property in,2,0
As a Morccan Egyptian I love this video,2,0
So basically in ALIENS,2,0
We get it tombs tombs sure,2,0
I believe that the pyramids are,2,0
government sold hrs to a youtuber and prevent egyptions discover their own things,2,0
egypt is changing the world is changing,2,0
These Egyptians are awesome,2,0
It reminds me Creed Origins,2,0
been there just some days really love to visit the,2,0
As an Egyptian I want to thank you for this outstanding,2,0
Welcome to Mister what do you think about it,2,0
Very very thank you for portraying our history in a wonderful and educative I enjoyed each minute of this video sending love from Egypt,2,0
As an Egyptian proud of this,2,0
Still water,2,0
I Aliens build,2,0
shoutout to,2,0
This was exactly what I,2,0
When he says it means he gave them stupid money,2,0
FOR got me rolling on the floot,2,0
Any Indian Here,2,0
This video was it was fun and the perfect pasting,2,0
of Egyptians from years ago carried ton blocks on their,2,0
We need another video in Egypt,2,0
This video will increase tourism in Egypt,2,0
Waooo want to travel it,2,0
a pride to be an Egyptian,2,0
Egypt is the mother of the world,2,0
Bro is a pharaoh,2,0
Heh somehow,2,0
Wow amazing this is informative vedio of pyramid of Egypt,2,0
Can you make a video inside the,2,0
I want you to do another video of this,2,0
Mister Beast the,2,0
Why did he not buy anyting form eagpt,2,0
It is amazing,2,0
SO COOL that they got all this access,2,0
No mummified body has ever been found in a,2,0
This is best video ever,2,0
Any Tamil peoples,2,0
Bro explore othe ancient civilizations this was the best video ever made by,2,0
Gameshowifying ancient Culture is so meaningless and What values does this Mindless junk to fill the it is meaningless,2,0
mill views in an hour,2,0
actually not,2,0
such incredible so interesting and truly grateful wen can all take a look,2,0
me literally watching on April fools,2,0
This kind of video needs an uncut version cause the format really work for the type of content,2,0
giving the mummy vibes,1,0
This the craziest,1,0
Why do youtubers have so much power,1,0
This was an AMAZING,1,0
So a tomb is a place where no bodies are found then,1,0
All that time and we only get,1,0
Egyptian I am born in Gizeh,1,0
Gold is gone after he heard,1,0
Very hard to see these moroons trying to be funny,1,0
is that a still water or,1,0
He just bought a property in egypt,1,0
Being I am proud of that,1,0
The only reason The pyramid be in museum is because they be carried,1,0
Your videos are beyond awful,1,0
not from awesome exploration,1,0
amazing great history,1,0
Swarms are so cute,1,0
Amarr from Yes Theory must be so pissed watching this,1,0
Welcome to Egypt,1,0
Thanks,1,0
NEXT IS THE,1,0
Under hours gang,1,0
some how have unrestricted Egypt million,1,0
Still water,1,0
Does anybody thinks the access to this Is kinda,1,0
No Way bro bought slaves to build piramids for this video,1,0
Thank you Love the video so much,1,0
still water,1,0
Money buy happiness The,1,0
Why does the ground in front of him warp at,1,0
already feeling lack of,1,0
Come on if i were in egypt right now i would definetly get that gold,1,0
Loved,1,0
Thats very cool how did you request access to enter,1,0
thanks for subscriber,1,0
Free,1,0
hours CONFUSED,1,0
If it is still water you should be careful it might have amoeba,1,0
Kinda socks these jokers with this access and no someone who could be a better choice,1,0
WELCOME TO EGYPT,1,0
Under hours,1,0
This is the most mrbeast thing ive ever seen,1,0
Mayby Next video in,1,0
mrbeast eye of rah,1,0
theres no tombs in the all tombs found in egypt are all highly decorated and designed to yet the ones in the prymids are blank,1,0
Spent Hours Being a Shill For Zahi Fixed the title for you,1,0
Free,1,0
I am Egyptian and it is the first time I see the pyramids from the inside thanks for your,1,0
Hancock Zahi,1,0
Bro bought a property in Egypt,1,0
Really amazing video,1,0
Bro bought the property in Egypt,1,0
This is amazing,1,0
First hours,1,0
This video was learned a,1,0
I was thinking the government didnt allow people to enter,1,0
You are the designer of this the most powerful producer in the You are in the wonder of the seventh world and you are in the wonder of the eighth,1,0
Woww this is Amezing,1,0
Heard if u ask super duper nicely you get,1,0
It was very exciting to see the magnificent Egypt,1,0
Under,1,0
Egyptians are the,1,0
I spent hours in area,1,0
He bought a property in egypt,1,0
The,1,0
Who wants to see the pyramid up,1,0
Return of the King,1,0
Maybe the aliens build the but they sure helped them build Gave them the blueprints and the,1,0
the I love you,1,0
THATS STILL WATER,1,0
a nice wording tbf,1,0
Colonizing the pyramid lol,1,0
The pyramids were built by,1,0
The coolest video in history,1,0
Come to Iraq,1,0
The beauty of Allah is,1,0
Those who built the if they were would be,1,0
Great,1,0
Rn im eating feastables,1,0
I went to the pyramids but I see what I a strange thing and indeed an archaeological,1,0
Egyptian all most awesome,1,0
Welcome to Egypt,1,0
im stealing that,1,0
Open the,1,0
I love it,1,0
What a That the best thing you can watch ever luxury art,1,0
Old is gold is Egyptian,1,0
Im living egypt and turkish want see,1,0
No wonder Ancient Egyptians were indeed advanced at that period of,1,0
mrbeast bought a property in egypt,1,0
The africans built the piramids not the egyptions,1,0
This is the most wonderful and magical video Thank you for the look into the,1,0
Just Tamils way longer than that,1,0
He bought a property in Egypt,1,0
The lines on the Phoenix caused by water are more than years,1,0
I follow can you send me one,1,0
Amazing woo The great Egyptian kings,1,0
More than million in an,1,0
I am proud of being an Egyptian grandson for those who built these pyramids and proved to the world the intelligence of the Egyptians,1,0
The convincing means dropping millions of us lol,1,0
Escribe for Mrbeast,1,0
Omggg this is so cool,1,0
this is mind blowing best video without a doubt,1,0
ALO VAR MI,1,0
they are cursed,1,0
It was awesome,1,0
Here all the punctuals,1,0
Cool,1,0
aliens did build the pyramids,1,0
Aliens still built it,1,0
Next video Spent Hours in,1,0
Love From Bangladesh,1,0
EGYPT,1,0
Proud of being Egyptian,1,0
Thank you so much for Love I hope I get to travel to,1,0
Harry potter,1,0
How much did he paid for,1,0
Thank you for the great,1,0
Next time come to Jerusalem,1,0
This is the greatness of the they are a great people,1,0
Wonderful and beautiful,1,0
I have escribed to mrbeast,1,0
How is there technology in the,1,0
Thanks for sharing learned a,1,0
The pyramids are not tombs And they werent made by the Egyptians either Sooo,1,0
Bro goin everywhere,1,0
This is crazy,1,0
Dinosaur research or documentary next,1,0
Great thanks for,1,0
Best video of all time on,1,0
still proofs arent I believe in version with previous,1,0
Last two seconds,1,0
People that are,1,0
This video was made entertaining but I have extreme claustrophobia,1,0
Thanks for,1,0
Under years gang,1,0
I am proud to be from Egypt,1,0
That golden thing he buried is probably looong gone by,1,0
Bro has a curse by the pharaoh,1,0
That water braineating amoeba,1,0
Egypt came and then the history came,1,0
Only mins when this could have been such a cool video,1,0
Vm gran misterio say,1,0
As an this is the first time i see and hear about the things shown in this I told you this is one of the best video you have ever,1,0
if it rained in Egypt for thousands of years how did water get into this think about it,1,0
How did bro get access to a world wonder,1,0
First,1,0
are they swimming in still,1,0
wow buen video tio,1,0
thank you very much mister best for bringing festabels to france i really dreamed of trying them and you were right this is a very tasty,1,0
our friendship is on another Valtines,1,0
Proud to be Egyptian,1,0
Welcome to Egypt,1,0
Egyptian curse incoming,1,0
I love you,1,0
bought a property in,1,0
pictures and that provez who built the this gets funnier and funnier,1,0
No Pharaohs have ever been found in these,1,0
Come to iran bro,1,0
is that still,1,0
We are the greatest an the most powerful civilization in the history,1,0
this is actually coolest video ever,1,0
came and then came history,1,0
Your followers are from Iraq,1,0
I am from Egypt and we have many sweet needs love you Mister,1,0
Love from Bangladesh,1,0
There was no king in the great pyramid it was a power,1,0
I am Egyptian,1,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,1,0
I might need to eat a shawarma,1,0
how much did you pay to the government to convience broo,1,0
This video was learned a,1,0
I am visiting Egypt this who is,1,0
Thumbnails are not attracting me,1,0
Minecraft,1,0
how did he have network inside the,1,0
the still water have brain eating amoeba,1,0
congratulations on the subscriber,1,0
W video beast,1,0
You should title this the pyramids were def get more views,1,0
Time for long form I want a deep dive on this type of video,1,0
TEM COISAS FALSAS NESTE QUE CONDIZ COM A REALIDADE TEM PESSOAS EM OUTROS CANAIS QUE FORAM NO EGITO NESTAS PIRAMIDES FALTANDO COM A REALIDADE AS,1,0
Bok Mrbeast,1,0
Hey modern You guys are not the same Egyptians that built these Sorry to break it to,1,0
None of those pyramids are the largest ancient pyramid on earth,1,0
incredible video shows the ancient Egyptian history,1,0
bro really bought a property in egypt,1,0
Under hours,1,0
Why do you spend so much,1,0
Bro bought a pyramid in egypt instead of a property,1,0
Those guys are What a great group of guys to tour,1,0
That graffiti is clearly newer than the egyptians found it and wrote all over them,1,0
This is too,1,0
The best video ever,1,0
crazy and hard,1,0
Thank you and Welcome to Egypt,1,0
Dude is this The Pyramids are not lol,1,0
This is How to,1,0
Cool vid,1,0
Love from Bangladesh,1,0
Besttt of the besttt,1,0
He is the pharaohs,1,0
napoleon do,1,0
are there any Turks among,1,0
Next to ethiopia axum,1,0
Omg m,1,0
SALUTE FOR YOUR CAMERAMANS,1,0
about to get cursed,1,0
Mister Beast I love you very I really want you to film a collaboration with Misha,1,0
Yes Theory is jealous,1,0
Hello very nice,1,0
I am from Egypt and I am so that you visit,1,0
Great thanks for,1,0
Very very excitement,1,0
Mrbeast I love your videos,1,0
Iam Egyptian so iam so proud,1,0
Thats why a Beast he does what Egyptians didnt,1,0
Here less than hours true fans,1,0
Mrbeast your big fan,1,0
Mrbeast come to turkiye,1,0
Bro still water,1,0
What the actual heckkkk views a daytyyyyy,1,0
I ESCRIBE FOR MRBEAST,1,0
I get dissy by all that misinformation,1,0
it hours if the video is mins long,1,0
Thank you for this nice experience,1,0
Great Greetings from the city of Pueblo un,1,0
just unlocked the ultimate VIP tour of,1,0
Peoples from France,1,0
I am Egyptian and proud to be,1,0
What about,1,0
cool,1,0
mrbeast redemption,1,0
BERMUDA TRIANGLE,1,0
Bro bought a property in Egypt,1,0
How wonderful this I am proud to be from Egypt Welcome to Egypt,1,0
How corrupted the government is,1,0
This is what misterbeast rented the great pyramids for,1,0
Pretty awesome So,1,0
Lol,1,0
Decoy chambers is just about the most deluded take reaction air tight reaction,1,0
This egyption challenge is We all enjoying,1,0
Where can i buy mrbeast chocolate in,1,0
Just casually doing a sponsor in a,1,0
an Egyptian this in first time I see and hear about the things shown in this video honestly is one of the best video you ve ever made,1,0
Nice,1,0
Thank you for coming to,1,0
Jai shree ram,1,0
you guys should make feastables hot chocoloate,1,0
This was exactly what I,1,0
from an egyptian its amazing,1,0
you can build a temple you can build,1,0
funny how they say they were tombs but no pharoahs were ever found inside the They absolutely were built by a technologically superior civilization,1,0
Omg how,1,0
bro thats scary,1,0
The Egyptian uncles we all need in our lives hahaha,1,0
That still water is the most dangerous part,1,0
what tomb is a giant energy generator and if you think that s years re its a lot older,1,0
beautiful Egypt to,1,0
How the Egyptian government arrest Hhhhhhhhhhhhh,1,0
I FROM EGYPT,1,0
Watching from Botswana,1,0
I bought a property in egypt,1,0
Why you try to rent the presidential palace and the intelligence,1,0
Wow thats awsome,1,0
I am very proud that I am Egyptian,1,0
They were not tombs,1,0
Welcome to Egypt,1,0
With money you can do anything,1,0
you guys are very,1,0
This clip is great and thank you Mister Best for the wonderful time,1,0
We need,1,0
I need support brother plzz,1,0
Great how to,1,0
VM GranMisterio Te Womy,1,0
Bro r u still in Am there,1,0
VM gran misterio says,1,0
come to Bangladesh,1,0
Great Really enjoyed,1,0
went into the gate of the underworld but,1,0
This is crazy,1,0
Welcome to Egypt,1,0
I loved this,1,0
Demain measter beat va mourrir,1,0
Welcome to Egypt,1,0
I wonder how the skeleton did not disintegrate in thousands of,1,0
Are there any,1,0
Hello everybody,1,0
you need to do a video in Luxor Aswan,1,0
this video was a decoy,1,0
Amazing Thank you for sharing this with the I love,1,0
from Egypt,1,0
who is watching this after playing,1,0
buy,1,0
Next video come player coming,1,0
Great,1,0
This could literally be a hour video,1,0
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,1,0
massive,1,0
still not convinced it was egyptians with copper what about who lived there before the,1,0
The og are back,1,0
Haw,1,0
best yt video ive watched this year,1,0
these things were made to make far from any Buriel of a king site,1,0
Great Really enjoyed,1,0
From Germany,1,0
Area next,1,0
The pyramids are MASSIVE,1,0
the power a youtuber has is just,1,0
Best video ever literally ground breaking,1,0
Last time eiffeil tower now the pyramids gisa,1,0
Come to the Iraq because we have many hitorical places,1,0
Kianush is going wild on this,1,0
Alright that was cool asf,1,0
We need more of this,1,0
holy guacamole how much did u pay to do this,1,0
I want to be in one of your videos,1,0
Now dying without thought,1,0
Knowing mrbeast he probably bought the pyramids,1,0
OMG your videos so exciting,1,0
What if you got stuck in,1,0
As an Egyptian iam happy to see you in the pyrmainds fun to see it,1,0
Egypt came and then history followed,1,0
is the most Funniest part,1,0
Wooo nice vedio,1,0
Definitely the scariest mrbeast,1,0
Thanks for Watching me,1,0
im sure there is motch more in the pyramids what been for but who,1,0
money buys access to anything,1,0
These are created by Allah,1,0
Gatting aura,1,0
Kan ramah hian rawn ve thei se,1,0
This video was learned a,1,0
anyone here today,1,0
Casually walking through history,1,0
definitely,1,0
This is so beautiful,1,0
turn on,1,0
Egyptian here,1,0
What a more to them than meets the,1,0
somehow have unrestricted access to all the Great Pyramids of Has,1,0
Egypt is amazing and I love Egypt,1,0
He should visit Iran,1,0
For your Egypt is not all desert and only part of it is desert with as some people Egypt has a population of million a great and renowned,1,0
How did these guys even get,1,0
I advise you to visit the Citadel of Saladin in the next,1,0
Are there any,1,0
I am an Egyptian who is,1,0
welcome bro from all one from Egypt,1,0
Not,1,0
Curse of the Pharaohs,1,0
How old is this,1,0
Im from,1,0
How yo Its disturbing,1,0
I guess you could say he bought a property in egypt,1,0
Bro only dollars,1,0
I tried to watch this but it just seems too disrespectful,1,0
Hersheys is better than feastables,1,0
honestly proud that the granddaughter of these great,1,0
is very very hard work youtuber,1,0
Is there a Turk among,1,0
Mrbeast minta handphone,1,0
very excited,1,0
Fast Community,1,0
Do you in Egypt,1,0
still water,1,0
ancient Egyptians had LMAOOO,1,0
I barely can hear him could he speak a bit,1,0
If you built a You can do,1,0
What about Pubg Pharaoh event,1,0
Now buy a,1,0
Come to Iraq,1,0
Karl diving into still water is kinda,1,0
How the f did you get there,1,0
Why are you spreading The pyramids are way older and do way more,1,0
better than any,1,0
Bro is doing amenti irl,1,0
Next video Spent Hours ln Area,1,0
VM Gran say Hello,1,0
Welcome To,1,0
subc complt thankyou friends,1,0
SOMEHOW HAVE UNRESTRICTED ACCESS TOO ALL OF THE GREAT PYRAMIDS OF,1,0
Incredible video that reminds me the,1,0
Dear egyptian will come Love From,1,0
According to the the Jews built the pyramids,1,0
Next Borobudur in Indonesia,1,0
WDYM THEY SOMEHOW CONVINCED They offered obscene amoutns of money OBVIOUSLY,1,0
Who says money buy happiness,1,0
Definitely a they somehow used that aquaphor under the pyramid to create Was basically a giant power plant,1,0
I bought a property in I bought the pyramid of,1,0
to get this kind of all you have to do is ask Amazing nobody ever thought of that until,1,0
How did you get the permission,1,0
So so so much seen,1,0
we need interview about mom nolan s,1,0
